1 0.397027 -1.22353e-21 -0.397027 0.561481
1 0.379033 1.54381e-21 -0.379033 0.536034
1 0.352489 3.19432e-21 -0.352489 0.498495
1 0.321711 3.72286e-21 -0.321711 0.454968
1 0.291573 4.81659e-21 -0.291573 0.412346
1 0.266983 9.40374e-21 -0.266983 0.37757
1 0.252395 1.10715e-20 -0.252395 0.356941
1 0.251153 1.36344e-20 -0.251153 0.355183
1 0.264631 1.79652e-20 -0.264631 0.374245
1 0.291393 2.19359e-20 -0.291393 0.412092
1 0.326712 2.73119e-20 -0.326712 0.46204
1 0.363023 3.42186e-20 -0.363023 0.513392
1 0.391739 3.73304e-20 -0.391739 0.554003
1 0.406109 3.86053e-20 -0.406109 0.574325
1 0.403774 4.00793e-20 -0.403774 0.571023
1 0.387392 3.65284e-20 -0.387392 0.547855
1 0.362787 3.11385e-20 -0.362787 0.513058
1 0.335922 2.77039e-20 -0.335922 0.475066
1 0.310754 2.40945e-20 -0.310754 0.439472
1 0.289119 2.10784e-20 -0.289119 0.408875
1 0.27212 1.72891e-20 -0.27212 0.384836
1 0.261577 1.44622e-20 -0.261577 0.369926
1 0.260387 1.25629e-20 -0.260387 0.368243
1 0.271506 1.12835e-20 -0.271506 0.383968
1 0.295976 8.71557e-21 -0.295976 0.418573
1 0.330885 6.72237e-21 -0.330885 0.467942
1 0.368625 4.2048e-21 -0.368625 0.521314
1 0.398662 -1.35755e-21 -0.398662 0.563793
1 0.411719 -1.07881e-20 -0.411719 0.582258
1 0.404214 -1.21117e-20 -0.404214 0.571645
1 0.379985 -1.26797e-20 -0.379985 0.537379
1 0.34795 -1.44959e-20 -0.34795 0.492076
1 0.317391 -1.63108e-20 -0.317391 0.448859
1 0.294074 -1.51616e-20 -0.294074 0.415883
1 0.279329 -1.63541e-20 -0.279329 0.395032
1 0.271806 -1.87519e-20 -0.271806 0.384391
1 0.270086 -1.81922e-20 -0.270086 0.38196
1 0.274427 -1.65453e-20 -0.274427 0.388099
1 0.286734 -1.41402e-20 -0.286734 0.405503
1 0.308799 -1.10907e-20 -0.308799 0.436708
1 0.339636 -9.04874e-21 -0.339636 0.480318
1 0.373595 -9.36621e-21 -0.373595 0.528343
1 0.401096 -5.69201e-21 -0.401096 0.567235
1 0.412453 3.0675e-21 -0.412453 0.583297
1 0.402854 1.10072e-20 -0.402854 0.569722
1 0.375135 2.11196e-20 -0.375135 0.53052
1 0.338352 3.41632e-20 -0.338352 0.478502
1 0.303248 4.67885e-20 -0.303248 0.428857
1 0.277736 6.14439e-20 -0.277736 0.392778
1 0.264875 7.75733e-20 -0.264875 0.37459
1 0.263629 9.40139e-20 -0.263629 0.372828
1 0.271118 1.13845e-19 -0.271118 0.383419
1 0.284795 1.36437e-19 -0.284795 0.402761
1 0.303511 1.62592e-19 -0.303511 0.42923
1 0.327023 1.9359e-19 -0.327023 0.46248
1 0.354216 2.26606e-19 -0.354216 0.500937
1 0.381315 2.58195e-19 -0.381315 0.539261
1 0.401738 2.8915e-19 -0.401738 0.568144
1 0.408385 3.08252e-19 -0.408385 0.577544
1 0.397265 3.14649e-19 -0.397265 0.561817
1 0.370006 3.05021e-19 -0.370006 0.523267
1 0.333498 2.86134e-19 -0.333498 0.471637
1 0.29702 2.7035e-19 -0.29702 0.420049
1 0.268803 2.63366e-19 -0.268803 0.380144
1 0.253819 2.69751e-19 -0.253819 0.358954
1 0.253337 2.90074e-19 -0.253337 0.358273
1 0.265709 3.2849e-19 -0.265709 0.375769
1 0.287603 3.78528e-19 -0.287603 0.406732
1 0.31509 4.36152e-19 -0.31509 0.445604
1 0.344234 4.96962e-19 -0.344234 0.48682
1 0.371141 5.60017e-19 -0.371141 0.524873
1 0.391851 6.17849e-19 -0.391851 0.554162
1 0.402627 6.589e-19 -0.402627 0.5694
1 0.40084 6.75122e-19 -0.40084 0.566873
1 0.386037 6.69408e-19 -0.386037 0.545939
1 0.360448 6.46521e-19 -0.360448 0.509751
1 0.328593 6.12978e-19 -0.328593 0.464701
1 0.296251 5.80132e-19 -0.296251 0.418962
1 0.269291 5.5711e-19 -0.269291 0.380835
1 0.252696 5.54318e-19 -0.252696 0.357366
1 0.249796 5.79241e-19 -0.249796 0.353265
1 0.261657 6.43418e-19 -0.261657 0.370038
1 0.286631 7.39489e-19 -0.286631 0.405357
1 0.320233 8.59507e-19 -0.320233 0.452878
1 0.355643 9.81211e-19 -0.355643 0.502955
1 0.385146 1.08981e-18 -0.385146 0.544679
1 0.402357 1.16448e-18 -0.402357 0.569018
1 0.404338 1.20376e-18 -0.404338 0.57182
1 0.392376 1.20134e-18 -0.392376 0.554903
1 0.370825 1.16975e-18 -0.370825 0.524425
1 0.344803 1.12443e-18 -0.344803 0.487625
1 0.318334 1.07515e-18 -0.318334 0.450192
1 0.294002 1.03406e-18 -0.294002 0.415782
1 0.273852 1.0095e-18 -0.273852 0.387285
1 0.260422 1.00813e-18 -0.260422 0.368292
1 0.256927 1.04705e-18 -0.256927 0.363349
1 0.266303 1.13778e-18 -0.266303 0.376609
1 0.289489 1.29112e-18 -0.289489 0.4094
1 0.323677 1.49328e-18 -0.323677 0.457749
1 0.361656 1.71213e-18 -0.361656 0.511459
